CHROM	POS	area	nonzero sites	target depth	max depth	mean	shape
chr16	17684164	2815	232	27	27	12.134	0.052
chr15	48112580	1243	154	13	13	8.071	0.052
chr15	35930552	2711	228	24	25	11.890	0.052
chr15	20228100	689	115	8	8	5.991	0.052
chr14	75964147	2357	212	21	21	11.118	0.052
chr14	46756506	1233	154	13	13	8.006	0.052
chr14	46236762	978	137	10	11	7.139	0.052
chr1	42620204	3119	245	29	30	12.731	0.052
chr1	40879689	1471	168	15	15	8.756	0.052
chr13	83979615	2172	204	20	20	10.647	0.052
chr13	60439479	2908	237	26	28	12.270	0.052
chr1	35631307	2656	227	20	24	11.700	0.052
chr1	34407891	1657	178	18	18	9.309	0.052
chr1	32449975	2814	232	28	29	12.129	0.052
chr13	24355846	2179	205	20	22	10.629	0.052
chr13	24269840	1811	186	19	19	9.737	0.052
chr11	99710313	1508	170	11	16	8.871	0.052
chr1	157355191	609	108	8	8	5.639	0.052
chr11	5349029	1806	186	18	19	9.710	0.052
chr11	28358738	4040	278	38	39	14.532	0.052
chr1	12805405	3347	253	32	32	13.229	0.052
chr11	22518580	2939	238	29	29	12.349	0.052
chr10	60321911	2424	215	21	22	11.274	0.052
chr10	57912227	4341	288	38	39	15.073	0.052
chr10	44445349	1561	173	15	16	9.023	0.052
chr10	27098904	2766	231	27	27	11.974	0.052
chr9	95450192	3030	244	29	30	12.418	0.051
chr8	30479956	1503	171	16	16	8.789	0.051
chr8	10600563	1293	159	14	14	8.132	0.051
chr7	97861340	2667	229	24	25	11.646	0.051
chr7	4773262	1891	193	19	19	9.798	0.051
chr7	14304279	2050	200	20	22	10.250	0.051
chr7	105938388	1378	164	15	15	8.402	0.051
chr6	93381471	1092	146	12	12	7.479	0.051
chr6	92757119	2247	210	14	20	10.700	0.051
chr6	64466273	1814	189	17	18	9.598	0.051
chr5	7472620	1093	146	12	12	7.486	0.051
chr5	65922087	3186	249	27	28	12.795	0.051
chr5	51762856	2563	224	23	23	11.442	0.051
chr5	117247823	3030	244	29	29	12.418	0.051
chr4	99174507	1579	176	15	16	8.972	0.051
chr4	87770621	1807	189	17	17	9.561	0.051
chr4	80545102	1833	190	14	18	9.647	0.051
chr4	5522103	2329	214	22	22	10.883	0.051
chr4	25860216	1608	178	14	15	9.034	0.051
chr4	22783181	2917	239	26	26	12.205	0.051
chr4	119215446	1396	166	16	16	8.410	0.051
chr3	92623848	1558	174	17	18	8.954	0.051
chr3	48018520	2473	221	22	22	11.190	0.051
chr3	18520391	3670	269	38	38	13.643	0.051
chr3	13217259	2418	218	20	22	11.092	0.051
chr3	114031183	1282	159	12	12	8.063	0.051
chr3	104507585	2531	222	22	24	11.401	0.051
chr29	18203036	2963	240	25	29	12.346	0.051
chr2	8305739	2677	230	22	25	11.639	0.051
chr2	76364257	1225	155	12	12	7.903	0.051
chr2	75336068	1429	167	15	16	8.557	0.051
chr27	22179471	2082	202	21	21	10.307	0.051
chr27	17270359	1380	165	15	15	8.364	0.051
chr26	49585699	2629	228	27	27	11.531	0.051
chr26	49394471	1548	174	14	15	8.897	0.051
chr26	22826270	3043	244	30	30	12.471	0.051
chr2	55067324	792	125	10	10	6.336	0.051
chr25	24383712	3051	244	29	29	12.504	0.051
chr2	50165770	1719	183	17	17	9.393	0.051
chr2	41717654	1794	187	18	18	9.594	0.051
chr24	13331434	1626	178	15	15	9.135	0.051
chr24	10812123	3492	261	32	32	13.379	0.051
chr2	40513965	2165	207	19	20	10.459	0.051
chr23	41928621	1215	154	12	12	7.890	0.051
chr22	56049439	1055	144	12	12	7.326	0.051
chr22	3126679	1104	147	10	11	7.510	0.051
chr21	57603551	4512	296	42	42	15.243	0.051
chr2	113530858	1122	149	12	12	7.530	0.051
chr20	527560	1887	193	18	18	9.777	0.051
chr20	17710058	2792	233	26	26	11.983	0.051
chr19	61441041	1351	163	13	13	8.288	0.051
chr19	53568927	2701	231	24	24	11.693	0.051
chr1	89509287	1627	179	13	17	9.089	0.051
chr18	24862273	1764	186	19	19	9.484	0.051
chr18	15594561	1718	183	15	17	9.388	0.051
chr17	1970121	1767	186	17	17	9.500	0.051
chr17	14141383	2096	202	19	19	10.376	0.051
chr17	11029289	3306	255	25	28	12.965	0.051
chr1	60435124	2327	213	21	21	10.925	0.051
chr1	59852827	1662	181	17	17	9.182	0.051
chr1	57890953	3713	269	26	36	13.803	0.051
chr15	73739990	1364	163	12	13	8.368	0.051
chr15	66235936	1487	171	17	17	8.696	0.051
chr1	56193335	3049	245	26	26	12.445	0.051
chr15	58050244	2681	230	26	27	11.657	0.051
chr1	54390348	2411	217	22	22	11.111	0.051
chr15	35636527	2083	202	18	20	10.312	0.051
chr15	30794025	2247	209	22	22	10.751	0.051
chr14	76306944	1816	189	17	17	9.608	0.051
chr14	25667289	1820	188	16	16	9.681	0.051
chr13	9556356	2528	222	23	23	11.387	0.051
chr13	82957974	963	137	11	11	7.029	0.051
chr13	3948935	2142	204	20	21	10.500	0.051
chr11	84410992	2304	212	21	22	10.868	0.051
chr11	80897891	1676	181	16	17	9.260	0.051
chr11	60061413	848	129	9	9	6.574	0.051
chr1	157328168	4390	293	35	43	14.983	0.051
chr11	5129134	1215	155	14	14	7.839	0.051
chr11	13777314	3019	243	26	32	12.424	0.051
chr10	90773749	1730	184	17	18	9.402	0.051
chr10	89393860	1280	158	14	15	8.101	0.051
chr10	7389646	5369	323	40	48	16.622	0.051
chr10	69785725	1328	162	15	15	8.198	0.051
chr10	65853940	2290	211	16	21	10.853	0.051
chr9	81368712	2704	233	23	24	11.605	0.050
chr9	50804010	4418	298	39	43	14.826	0.050
chr8	93276824	3829	276	34	39	13.873	0.050
chr8	91814624	1669	183	18	18	9.120	0.050
chr8	54920695	2346	217	20	22	10.811	0.050
chr7	98726054	1881	193	16	16	9.746	0.050
chr7	52256259	1457	170	15	15	8.571	0.050
chr7	3488079	4644	304	39	41	15.276	0.050
chr7	19979785	1780	189	18	19	9.418	0.050
chr7	106472283	787	125	8	10	6.296	0.050
chr6	96716648	2554	227	26	26	11.251	0.050
chr6	91984770	2840	238	20	28	11.933	0.050
chr6	62018145	3392	261	26	31	12.996	0.050
chr6	114859262	1706	184	20	21	9.272	0.050
chr5	65743919	1430	169	15	15	8.462	0.050
chr5	64565815	1945	197	19	19	9.873	0.050
chr5	24722040	2896	241	25	29	12.017	0.050
chr5	116805791	1508	173	15	17	8.717	0.050
chr4	80836726	2616	229	22	26	11.424	0.050
chr4	63349292	1619	180	16	16	8.994	0.050
chr4	19957152	2228	211	22	23	10.559	0.050
chr4	13085826	2380	219	22	22	10.868	0.050
chr3	86941965	1598	179	14	14	8.927	0.050
chr3	73921608	1696	185	12	17	9.168	0.050
chr3	39522642	1594	179	17	17	8.905	0.050
chr3	33741849	1175	153	11	12	7.680	0.050
chr3	16072681	1961	198	21	22	9.904	0.050
chr3	1507501	1671	183	12	19	9.131	0.050
chr29	43747764	1351	165	13	13	8.188	0.050
chr28	8380328	2510	223	21	25	11.256	0.050
chr28	308804	2642	229	25	27	11.537	0.050
chr28	22427056	3560	266	29	34	13.383	0.050
chr2	76088948	1163	153	12	12	7.601	0.050
chr26	7015178	3805	275	34	35	13.836	0.050
chr2	65600024	1091	147	12	12	7.422	0.050
chr26	33716255	1650	181	17	18	9.116	0.050
chr26	33276195	1524	175	15	16	8.709	0.050
chr2	59295115	2295	214	23	25	10.724	0.050
chr25	5104090	1814	191	18	18	9.497	0.050
chr25	40940950	760	123	9	9	6.179	0.050
chr25	36903785	783	125	9	9	6.264	0.050
chr25	33773539	1173	153	9	14	7.667	0.050
chr25	28449471	1128	150	11	11	7.520	0.050
chr2	51940450	844	130	7	9	6.492	0.050
chr2	44492206	1224	157	11	12	7.796	0.050
chr23	49626489	2429	221	23	24	10.991	0.050
chr23	41842600	2103	205	21	22	10.259	0.050
chr23	28193500	2478	222	26	26	11.162	0.050
chr22	5651404	1523	175	14	15	8.703	0.050
chr22	23035109	936	137	9	9	6.832	0.050
chr22	14179513	2053	202	20	20	10.163	0.050
chr21	28199517	1362	165	14	15	8.255	0.050
chr20	7809957	2855	238	24	25	11.996	0.050
chr20	496303	633	112	8	8	5.652	0.050
chr19	43068078	1170	153	12	13	7.647	0.050
chr19	41372597	2618	229	24	24	11.432	0.050
chr19	28545942	3106	249	28	29	12.474	0.050
chr1	91582463	2924	243	27	29	12.033	0.050
chr18	64494780	1085	148	11	11	7.331	0.050
chr18	40426149	3440	261	32	32	13.180	0.050
chr1	79143279	2829	238	28	28	11.887	0.050
chr17	21108405	1866	193	15	17	9.668	0.050
chr16	59327718	1239	157	12	12	7.892	0.050
chr16	38221606	1517	175	15	16	8.669	0.050
chr1	62344690	2730	233	26	28	11.717	0.050
chr16	11914843	1872	194	17	17	9.649	0.050
chr15	67517396	969	139	10	10	6.971	0.050
chr15	4094541	1534	176	15	17	8.716	0.050
chr14	9906432	4635	306	41	42	15.147	0.050
chr14	31973471	2157	207	18	23	10.420	0.050
chr14	26223436	2266	212	22	22	10.689	0.050
chr1	41608220	3460	263	29	29	13.156	0.050
chr14	13146788	1946	197	12	19	9.878	0.050
chr1	38378214	2202	209	19	19	10.536	0.050
chr13	81891670	3025	245	28	28	12.347	0.050
chr13	7675925	1314	162	14	15	8.111	0.050
chr13	6600007	2494	224	23	23	11.134	0.050
chr13	59854360	2021	202	17	18	10.005	0.050
chr13	35563915	1876	194	19	19	9.670	0.050
chr1	32411800	1133	151	13	13	7.503	0.050
chr13	1735033	2071	203	20	21	10.202	0.050
chr13	12375437	1002	142	10	10	7.056	0.050
chr1	20775438	754	123	9	9	6.130	0.050
chr1	155745133	1351	164	15	15	8.238	0.050
chr11	47300299	1750	187	17	17	9.358	0.050
chr11	25336109	3037	247	27	28	12.296	0.050
chr1	123713680	2030	202	20	20	10.050	0.050
chr11	23538008	2324	215	18	21	10.809	0.050
chr11	104293558	1714	185	15	16	9.265	0.050
chr10	93501775	1064	146	10	10	7.288	0.050
chr10	50747118	2561	226	23	23	11.332	0.050
chr10	36786668	1379	166	15	16	8.307	0.050
chr10	33877991	1694	184	15	17	9.207	0.050
chr9	77095409	1367	167	15	15	8.186	0.049
chr9	64716607	1576	180	16	17	8.756	0.049
chr9	51728402	2518	226	27	27	11.142	0.049
chr8	96682813	1720	188	16	16	9.149	0.049
chr8	94560327	1914	198	19	19	9.667	0.049
chr8	32931535	730	122	8	8	5.984	0.049
chr7	30865900	2460	223	24	24	11.031	0.049
chr7	27694290	1649	184	17	17	8.962	0.049
chr7	21321598	1152	153	10	11	7.529	0.049
chr7	110280727	1386	168	15	15	8.250	0.049
chr6	48705889	1042	146	10	11	7.137	0.049
chr6	32128223	2016	202	22	22	9.980	0.049
chr6	22613577	1464	172	14	14	8.512	0.049
chr6	15350849	1916	198	19	19	9.677	0.049
chr6	100039098	1823	192	19	20	9.495	0.049
chr5	99476250	1538	178	14	14	8.640	0.049
chr5	81048335	1288	162	13	13	7.951	0.049
chr5	114621970	2880	243	30	30	11.852	0.049
chr5	112009185	1272	161	14	14	7.901	0.049
chr4	85092976	2764	238	25	26	11.613	0.049
chr4	40746705	2595	230	25	25	11.283	0.049
chr3	88170286	2731	235	22	23	11.621	0.049
chr3	7416885	2541	228	24	24	11.145	0.049
chr3	62593708	2641	231	24	25	11.433	0.049
chr3	18649246	1922	199	17	17	9.658	0.049
chr3	10518194	3022	248	28	30	12.185	0.049
chr29	9642994	1646	183	17	18	8.995	0.049
chr29	26293573	1682	185	13	18	9.092	0.049
chr2	88511265	1851	194	15	17	9.541	0.049
chr27	42243434	696	119	8	8	5.849	0.049
chr27	13660190	1495	174	12	15	8.592	0.049
chr27	11185037	1286	162	12	12	7.938	0.049
chr2	69359924	1097	150	13	13	7.313	0.049
chr26	4781509	708	120	6	8	5.900	0.049
chr26	37898613	1758	189	18	18	9.302	0.049
chr26	30573597	2044	205	21	21	9.971	0.049
chr26	22148013	2871	242	23	23	11.864	0.049
chr26	15604630	1244	159	11	12	7.824	0.049
chr26	14025317	1429	170	13	14	8.406	0.049
chr25	4015513	1499	175	17	18	8.566	0.049
chr25	36604504	2155	210	21	22	10.262	0.049
chr25	20723431	2172	211	21	23	10.294	0.049
chr25	1456345	1704	187	16	16	9.112	0.049
chr23	48994681	1495	174	13	15	8.592	0.049
chr22	57770460	1231	159	13	13	7.742	0.049
chr2	25711912	1420	170	15	15	8.353	0.049
chr21	65776236	1656	184	16	17	9.000	0.049
chr21	62356344	3632	271	29	33	13.402	0.049
chr21	39597048	3105	251	30	30	12.371	0.049
chr21	35777431	1377	168	14	14	8.196	0.049
chr20	50885246	1998	201	20	20	9.940	0.049
chr20	27321644	1019	144	11	11	7.076	0.049
chr20	25760710	1337	166	9	14	8.054	0.049
chr19	9354309	1776	191	15	15	9.298	0.049
chr19	44843762	1491	175	13	14	8.520	0.049
chr19	26820141	1427	170	18	18	8.394	0.049
chr18	48217728	2698	235	23	27	11.481	0.049
chr18	41184712	1934	198	21	21	9.768	0.049
chr17	36501743	1514	175	17	17	8.651	0.049
chr15	31908206	1703	186	17	18	9.156	0.049
chr14	9154631	564	107	7	8	5.271	0.049
chr1	45804181	1195	156	12	12	7.660	0.049
chr14	57214187	3082	251	27	29	12.279	0.049
chr1	45515051	2087	206	20	20	10.131	0.049
chr14	24407124	3876	280	40	40	13.843	0.049
chr14	20323856	1532	177	15	15	8.655	0.049
chr1	40794772	3578	269	31	33	13.301	0.049
chr13	79203715	1256	160	12	13	7.850	0.049
chr13	40338271	2119	208	21	21	10.188	0.049
chr13	29670822	2118	208	20	21	10.183	0.049
chr13	20914285	2425	223	26	26	10.874	0.049
chr1	31700737	1230	159	13	13	7.736	0.049
chr13	15828257	1358	167	16	16	8.132	0.049
chr12	83047195	1697	186	17	18	9.124	0.049
chr12	82159123	3417	263	31	31	12.992	0.049
chr12	55190549	1557	178	16	16	8.747	0.049
chr12	47747209	1708	187	16	16	9.134	0.049
chr12	31679956	1463	173	14	14	8.457	0.049
chr12	15937797	1436	172	16	16	8.349	0.049
chr11	97600390	2012	203	23	23	9.911	0.049
chr11	90388848	2115	208	20	22	10.168	0.049
chr11	83219754	1700	187	16	16	9.091	0.049
chr11	6543991	1673	184	17	17	9.092	0.049
chr11	59351200	1811	192	20	20	9.432	0.049
chr1	158088843	2632	232	24	25	11.345	0.049
chr1	157871180	2079	205	19	23	10.141	0.049
chr1	138487357	2304	217	22	22	10.618	0.049
chr1	118002919	1838	194	17	17	9.474	0.049
chr11	13597472	1166	154	13	13	7.571	0.049
chr10	72846829	2139	209	19	19	10.234	0.049
chr10	3991134	2501	225	21	25	11.116	0.049
chr10	36419340	653	116	8	8	5.629	0.049
chr10	35673349	1925	199	18	18	9.673	0.049
chr10	32677972	2218	213	22	22	10.413	0.049
chr10	18772358	883	134	9	9	6.590	0.049
chr10	12834287	1876	195	20	20	9.621	0.049
chr9	88448284	3402	266	32	33	12.789	0.048
chr9	72694057	3248	260	32	33	12.492	0.048
chr9	32171012	2536	229	26	26	11.074	0.048
chr9	100892768	2099	209	20	20	10.043	0.048
chr8	106854430	3893	285	34	37	13.660	0.048
chr7	85619988	2303	218	25	25	10.564	0.048
chr7	54051561	1777	193	16	16	9.207	0.048
chr7	46553715	1671	186	17	17	8.984	0.048
chr7	105336508	2243	216	20	22	10.384	0.048
chr6	62732928	719	122	8	8	5.893	0.048
chr6	109086944	2081	208	16	20	10.005	0.048
chr6	108340882	1510	178	15	15	8.483	0.048
chr5	93187013	3451	269	33	33	12.829	0.048
chr5	66830676	1640	184	17	18	8.913	0.048
chr5	64797467	1791	193	17	17	9.280	0.048
chr5	62469898	1450	174	14	14	8.333	0.048
chr5	6220158	2125	210	21	23	10.119	0.048
chr5	41565284	1907	199	17	17	9.583	0.048
chr5	2808141	1052	148	11	11	7.108	0.048
chr5	23358456	1346	168	13	14	8.012	0.048
chr5	21561792	2247	216	21	22	10.403	0.048
chr5	20609871	860	134	8	8	6.418	0.048
chr4	97832126	2632	234	24	24	11.248	0.048
chr4	34669188	2029	206	19	19	9.850	0.048
chr4	28019856	1672	187	15	16	8.941	0.048
chr4	23116320	1960	203	17	20	9.655	0.048
chr4	20058533	1609	184	15	15	8.745	0.048
chr4	1376937	2280	219	22	22	10.411	0.048
chr4	12526899	1207	158	12	12	7.639	0.048
chr4	116565874	3455	268	30	35	12.892	0.048
chr3	97032217	2431	224	21	22	10.853	0.048
chr3	93407419	3310	263	30	34	12.586	0.048
chr3	71672548	1970	202	18	18	9.752	0.048
chr3	47165827	1895	199	19	19	9.523	0.048
chr28	33449125	1353	168	13	13	8.054	0.048
chr2	8118577	397	91	5	5	4.363	0.048
chr2	79320426	3670	277	34	34	13.249	0.048
chr2	77620107	3173	256	28	30	12.395	0.048
chr27	42518481	537	106	6	6	5.066	0.048
chr27	28339910	2268	217	22	23	10.452	0.048
chr26	48187131	2065	207	18	20	9.976	0.048
chr26	18882046	2761	240	26	27	11.504	0.048
chr2	61015597	1727	189	17	17	9.138	0.048
chr2	54237422	3939	285	35	35	13.821	0.048
chr24	61331589	1910	200	19	20	9.550	0.048
chr24	29301772	2518	230	22	22	10.948	0.048
chr24	27535608	1516	177	14	15	8.565	0.048
chr2	41353952	2167	212	21	21	10.222	0.048
chr24	12318912	635	115	7	8	5.522	0.048
chr23	28311069	2219	216	20	22	10.273	0.048
chr23	20098930	2196	214	20	20	10.262	0.048
chr23	15345877	1758	191	16	17	9.204	0.048
chr2	31466187	4311	301	39	39	14.322	0.048
chr2	29839569	1041	148	11	11	7.034	0.048
chr22	54256310	1311	166	13	13	7.898	0.048
chr22	48904664	804	129	9	9	6.233	0.048
chr22	37709023	3887	284	36	37	13.687	0.048
chr2	23686402	1770	192	12	19	9.219	0.048
chr21	61233616	1358	169	13	14	8.036	0.048
chr2	15385209	1314	166	13	13	7.916	0.048
chr21	4482428	910	137	11	11	6.642	0.048
chr2	13309590	1395	171	13	14	8.158	0.048
chr20	67819982	2217	214	20	22	10.360	0.048
chr20	4845638	2179	213	20	22	10.230	0.048
chr20	22228792	3823	283	34	35	13.509	0.048
chr20	10144787	1658	186	17	17	8.914	0.048
chr19	26264144	1997	205	22	22	9.741	0.048
chr1	91718781	739	124	8	8	5.960	0.048
chr1	86421572	1319	165	12	12	7.994	0.048
chr18	47833733	1929	200	19	19	9.645	0.048
chr18	11200240	1711	188	15	18	9.101	0.048
chr18	10890594	2720	237	28	28	11.477	0.048
chr17	8800577	1694	188	15	16	9.011	0.048
chr17	65321729	3320	262	28	29	12.672	0.048
chr16	68212873	1794	194	15	16	9.247	0.048
chr16	57888451	1567	181	16	16	8.657	0.048
chr1	63491879	1307	165	14	14	7.921	0.048
chr16	10740537	1741	190	17	17	9.163	0.048
chr15	68731358	1782	192	16	18	9.281	0.048
chr15	65255762	1574	181	15	17	8.696	0.048
chr15	44094346	2445	225	21	23	10.867	0.048
chr15	35025636	1473	176	13	14	8.369	0.048
chr15	34294989	945	140	10	10	6.750	0.048
chr15	21635160	2919	247	30	31	11.818	0.048
chr14	9697010	2512	228	25	26	11.018	0.048
chr1	48629894	1741	191	16	16	9.115	0.048
chr14	68026717	1232	161	13	13	7.652	0.048
chr14	17752394	982	143	10	10	6.867	0.048
chr1	39692930	1376	170	13	13	8.094	0.048
chr1	38863021	1005	145	11	11	6.931	0.048
chr1	37046479	2446	226	21	23	10.823	0.048
chr1	35406391	2238	217	24	24	10.313	0.048
chr1	33509734	2174	212	20	23	10.255	0.048
chr1	32883376	1312	165	14	14	7.952	0.048
chr13	18783019	1574	182	17	17	8.648	0.048
chr13	16060151	1647	185	16	17	8.903	0.048
chr12	83507159	1016	145	11	11	7.007	0.048
chr12	67614972	2153	211	19	19	10.204	0.048
chr1	26223334	1930	200	16	17	9.650	0.048
chr1	25964079	1506	177	14	14	8.508	0.048
chr12	36708992	2461	226	23	24	10.889	0.048
chr12	26033117	2686	237	25	25	11.333	0.048
chr1	20999268	923	138	10	10	6.688	0.048
chr1	151770189	1630	185	18	18	8.811	0.048
chr1	136798460	1485	176	15	15	8.438	0.048
chr1	12342373	721	122	8	8	5.910	0.048
chr11	21411952	2498	228	24	24	10.956	0.048
chr1	106824628	3229	259	29	30	12.467	0.048
chr1	106267008	1406	172	14	14	8.174	0.048
chr1	101816106	1506	177	12	15	8.508	0.048
chr10	97645896	1788	194	19	19	9.216	0.048
chr10	95448890	2089	209	18	19	9.995	0.048
chr10	25972662	1529	179	12	13	8.542	0.048
chr10	20636155	712	122	9	9	5.836	0.048
chr10	10680670	1677	186	18	18	9.016	0.048
chr9	93246182	2046	208	20	20	9.837	0.047
chr9	19578620	1616	185	15	15	8.735	0.047
chr8	98702540	2088	210	18	19	9.943	0.047
chr8	84139334	954	143	9	9	6.671	0.047
chr8	5818454	1992	205	15	19	9.717	0.047
chr8	5753034	1375	171	13	14	8.041	0.047
chr8	54044255	1085	152	11	11	7.138	0.047
chr8	52432551	2109	212	21	22	9.948	0.047
chr8	36420384	2624	236	24	26	11.119	0.047
chr7	91602892	3128	259	29	29	12.077	0.047
chr7	76910515	1711	190	13	14	9.005	0.047
chr7	54081459	1113	154	12	12	7.227	0.047
chr7	52861251	2334	224	23	25	10.420	0.047
chr6	72195521	1777	194	16	16	9.160	0.047
chr6	55643620	2688	238	24	25	11.294	0.047
chr6	50442768	1447	175	16	16	8.269	0.047
chr6	105075434	1429	174	13	13	8.213	0.047
chr5	96623156	2774	244	27	27	11.369	0.047
chr5	76724601	2294	222	23	23	10.333	0.047
chr5	27633264	1262	164	13	14	7.695	0.047
chr5	102855071	967	144	11	11	6.715	0.047
chr5	102308561	4279	301	33	35	14.216	0.047
chr4	67183756	1918	203	21	21	9.448	0.047
chr4	59710880	1933	202	17	17	9.569	0.047
chr4	44967889	1740	193	19	19	9.016	0.047
chr4	25268331	1047	149	10	10	7.027	0.047
chr4	110420704	2401	226	21	22	10.624	0.047
chr3	86121372	1227	162	11	11	7.574	0.047
chr3	83014251	1909	201	20	21	9.498	0.047
chr3	7928588	1461	176	14	14	8.301	0.047
chr3	70265807	1277	164	13	13	7.787	0.047
chr3	49544711	1005	147	11	11	6.837	0.047
chr3	103043289	1231	161	12	13	7.646	0.047
chr29	31553297	1233	162	11	11	7.611	0.047
chr29	26721323	1203	160	13	13	7.519	0.047
chr2	87843485	1478	177	15	15	8.350	0.047
chr28	39087743	3813	284	37	37	13.426	0.047
chr28	23317138	1416	174	13	13	8.138	0.047
chr28	22633574	2301	221	21	21	10.412	0.047
chr27	44026382	2109	211	19	20	9.995	0.047
chr27	37389550	1399	172	14	14	8.134	0.047
chr2	72445787	3301	264	25	34	12.504	0.047
chr2	70322691	3569	277	31	33	12.884	0.047
chr2	68554310	1896	200	19	19	9.480	0.047
chr2	67407560	942	141	10	10	6.681	0.047
chr26	6800939	1683	190	16	18	8.858	0.047
chr2	64346989	1609	185	14	15	8.697	0.047
chr26	40648089	1136	155	12	12	7.329	0.047
chr26	32736699	3423	271	28	32	12.631	0.047
chr26	1292507	1991	205	17	18	9.712	0.047
chr26	1098854	1262	163	14	14	7.742	0.047
chr25	9746858	1069	151	11	11	7.079	0.047
chr2	55566540	2201	217	19	19	10.143	0.047
chr25	4485088	1140	156	10	11	7.308	0.047
chr25	37958334	2525	233	22	23	10.837	0.047
chr25	35483803	2176	216	21	21	10.074	0.047
chr25	2551245	2984	252	28	29	11.841	0.047
chr2	4680617	988	145	10	10	6.814	0.047
chr24	47456322	822	132	9	9	6.227	0.047
chr24	44728239	1306	167	14	14	7.820	0.047
chr24	31374436	2273	220	24	26	10.332	0.047
chr2	38709479	1745	193	18	18	9.041	0.047
chr2	37879932	1853	199	16	17	9.312	0.047
chr23	43535917	2231	218	21	21	10.234	0.047
chr23	28149593	1118	155	12	12	7.213	0.047
chr23	27583473	1700	190	19	19	8.947	0.047
chr2	29919183	1741	192	18	18	9.068	0.047
chr22	56603471	1661	187	16	16	8.882	0.047
chr22	41537350	2649	237	20	23	11.177	0.047
chr22	41393600	2008	206	20	20	9.748	0.047
chr2	21479581	2259	219	16	22	10.315	0.047
chr2	120350281	2956	252	27	31	11.730	0.047
chr21	19379298	904	138	9	10	6.551	0.047
chr20	34777598	2091	211	19	19	9.910	0.047
chr20	314606	2374	225	24	24	10.551	0.047
chr20	2289048	809	131	9	9	6.176	0.047
chr19	61083104	1581	184	17	17	8.592	0.047
chr19	43885394	1318	167	13	13	7.892	0.047
chr1	90916196	1578	184	15	16	8.576	0.047
chr1	9019408	2070	210	20	20	9.857	0.047
chr18	25167889	763	128	7	8	5.961	0.047
chr18	15199710	1874	199	17	20	9.417	0.047
chr17	35413943	1421	174	13	14	8.167	0.047
chr17	3190761	1746	193	19	19	9.047	0.047
chr16	73148405	2329	223	22	22	10.444	0.047
chr16	40967693	1705	190	18	18	8.974	0.047
chr16	40425387	1994	206	18	18	9.680	0.047
chr16	30262348	1751	194	16	17	9.026	0.047
chr1	59770919	1745	192	16	16	9.089	0.047
chr1	59463781	2114	213	18	21	9.925	0.047
chr1	52801664	2401	225	21	22	10.671	0.047
chr1	50252330	1327	168	13	14	7.899	0.047
chr14	34315813	2556	234	21	24	10.923	0.047
chr1	37677211	1163	157	12	12	7.408	0.047
chr13	4693550	2058	210	14	20	9.800	0.047
chr1	34635119	2344	223	20	20	10.511	0.047
chr13	36648106	1079	152	11	13	7.099	0.047
chr13	3398627	1286	165	13	13	7.794	0.047
chr1	33004439	1899	200	18	19	9.495	0.047
chr13	15849134	2217	217	21	22	10.217	0.047
chr13	14585744	1485	178	15	15	8.343	0.047
chr13	12194319	1317	168	14	14	7.839	0.047
chr12	83477476	2158	214	19	20	10.084	0.047
chr1	25426408	1684	189	19	19	8.910	0.047
chr12	52240215	1816	196	17	18	9.265	0.047
chr12	50410614	2116	213	21	21	9.934	0.047
chr12	27133551	1892	200	18	19	9.460	0.047
chr1	153775817	1882	201	17	19	9.363	0.047
chr1	148893433	956	143	10	10	6.685	0.047
chr1	143136808	1604	185	16	18	8.670	0.047
chr1	139231306	2110	212	21	21	9.953	0.047
chr1	104280524	1564	183	14	15	8.546	0.047
chr10	46486646	946	142	10	10	6.662	0.047
chr10	44255051	1433	174	13	14	8.236	0.047
chr10	103234410	929	140	9	10	6.636	0.047
chr9	98245563	702	124	7	7	5.661	0.046
chr9	70689179	3047	258	24	29	11.810	0.046
chr9	60421337	958	145	9	9	6.607	0.046
chr9	55740549	775	130	8	9	5.962	0.046
chr9	53936342	1780	197	19	19	9.036	0.046
chr9	100091316	2417	229	19	23	10.555	0.046
chr8	81925053	1545	183	14	14	8.443	0.046
chr8	79314072	809	132	9	9	6.129	0.046
chr8	47692726	2143	215	23	23	9.967	0.046
chr8	33060033	2847	248	25	26	11.480	0.046
chr8	26569919	923	141	10	10	6.546	0.046
chr8	14571776	2043	210	20	20	9.729	0.046
chr7	75730640	1941	205	16	20	9.468	0.046
chr7	72908531	2053	212	20	21	9.684	0.046
chr7	66758459	1480	179	16	16	8.268	0.046
chr7	30816842	1839	201	20	21	9.149	0.046
chr7	17567300	1486	179	16	16	8.302	0.046
chr7	105987604	2943	253	25	25	11.632	0.046
chr6	39753140	2691	243	24	24	11.074	0.046
chr6	37631639	648	119	8	8	5.445	0.046
chr6	23408171	583	113	5	7	5.159	0.046
chr6	117148272	1636	189	15	15	8.656	0.046
chr6	114019659	6090	363	49	55	16.777	0.046
chr5	94570827	2010	210	21	21	9.571	0.046
chr5	88249393	2772	245	27	28	11.314	0.046
chr5	68294606	2011	210	20	20	9.576	0.046
chr5	63870366	2667	241	27	29	11.066	0.046
chr5	28476360	990	146	9	10	6.781	0.046
chr5	20903149	2431	230	21	24	10.570	0.046
chr5	116861954	1188	160	7	13	7.425	0.046
chr5	103911257	1166	160	13	13	7.287	0.046
chr4	54384649	1822	198	17	18	9.202	0.046
